Trait,Axis #1,Axis #2,Axis #3,Axis #4,Axis #5,Axis #6,Axis #7,Axis #8,Time,Elapsed_Seconds,Axis1_Smooth
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:18:23.660000+00:00,0.0,0.5216978
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:18:25.472000+00:00,1.812,0.5216978
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:18:27.348000+00:00,3.688,0.5216978
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:18:29.222000+00:00,5.562,0.5216978
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:18:31.117000+00:00,7.457,0.5216978
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:18:32.964000+00:00,9.304,0.5216978
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:18:34.894000+00:00,11.234,0.5216978
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:18:36.782000+00:00,13.122,0.5216978
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:18:38.708000+00:00,15.048,0.5216978
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:18:40.529000+00:00,16.869,0.5216978
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:18:42.456000+00:00,18.796,0.5216978
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:18:44.383000+00:00,20.723,0.5216978
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:18:46.247000+00:00,22.587,0.5216978
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:18:48.128000+00:00,24.468,0.5216978
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:18:49.999000+00:00,26.339,0.5216978
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:18:51.864000+00:00,28.204,0.5216978
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:18:53.706000+00:00,30.046,0.5216978
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:18:55.575000+00:00,31.915,0.5216978
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:18:57.492000+00:00,33.832,0.5216978
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:18:59.409000+00:00,35.749,0.5216978
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:19:01.276000+00:00,37.616,0.5216978
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:19:03.182000+00:00,39.522,0.5216978
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:19:05.108000+00:00,41.448,0.5216978
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:19:06.996000+00:00,43.336,0.5216978
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:19:08.847000+00:00,45.187,0.5216978
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:19:10.701000+00:00,47.041,0.5216978
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:19:12.568000+00:00,48.908,0.5216978
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:19:14.427000+00:00,50.767,0.5216978
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:19:16.386000+00:00,52.726,0.5216978
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:19:18.218000+00:00,54.558,0.5216978
current,0.33876,2.89931,4.32261,0.10324,0.61943,0.542,3.87537,0.01962,2022-10-17 12:19:20.136000+00:00,56.476,0.5216978
current,7.37465,29.94201,16.81602,5.34255,6.3233,4.92959,0.46504,0.07848,2022-10-17 12:19:22.005000+00:00,58.345,0.5216978
current,0.443,11.22826,3.47918,2.11637,4.43922,4.61988,4.01847,0.13734,2022-10-17 12:19:27.952000+00:00,64.292,0.5216978
current,1.79806,20.13706,10.54296,1.67761,4.05208,0.85171,0.19079,0.21582,2022-10-17 12:19:29.911000+00:00,66.251,0.5216978
current,4.45606,1.7923,4.53347,0.56781,0.61943,1.03238,0.14309,0.21582,2022-10-17 12:19:31.969000+00:00,68.309,0.5216978
current,0.23453,12.33527,2.95203,1.05819,1.70342,1.34209,0.08347,0.21582,2022-10-17 12:19:33.946000+00:00,70.286,0.5216978
current,0.15635,8.75066,1.26516,0.05162,0.05162,0.20648,8.06078,0.21582,2022-10-17 12:19:35.905000+00:00,72.245,0.5216978
current,0.28665,10.91197,5.95677,0.542,0.12905,0.92914,0.3935,0.21582,2022-10-17 12:19:37.918000+00:00,74.258,0.5216978
current,1.43324,4.79705,1.7923,1.96151,1.03238,0.12905,7.50034,0.25506,2022-10-17 12:19:39.841000+00:00,76.181,0.5216978
current,4.06518,7.32736,10.06853,2.89065,5.34255,0.12905,0.22656,0.25506,2022-10-17 12:19:41.758000+00:00,78.098,0.5216978
current,0.52118,4.84976,37.42752,2.89065,0.15486,8.72358,0.11924,0.21582,2022-10-17 12:19:43.676000+00:00,80.016,0.5216978
current,4.45606,6.69478,23.87981,0.18067,0.12905,6.29749,0.19079,1.2753,2022-10-17 12:19:45.594000+00:00,81.934,0.5216978
current,0.13029,4.32261,6.27306,0.25809,0.77428,0.15486,1.65747,1.53036,2022-10-17 12:19:47.370000+00:00,83.71,0.5216978
current,0.15635,4.2699,18.60833,5.00702,1.72923,3.8456,0.72738,0.11772,2022-10-17 12:19:49.533000+00:00,85.873,0.5216978
current,0.23453,3.9009,6.90564,0.77428,0.77428,0.77428,0.0,0.0,2022-10-17 12:19:51.451000+00:00,87.791,0.5216978
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:19:53.269000+00:00,89.609,0.5216978
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:19:55.136000+00:00,91.476,0.5216978
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:19:57.023000+00:00,93.363,0.5216978
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:19:58.942000+00:00,95.282,0.5216978
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:20:00.883000+00:00,97.223,0.5216978
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:20:02.705000+00:00,99.045,0.5216978
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:20:04.512000+00:00,100.852,0.5216978
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:20:06.394000+00:00,102.734,0.5216978
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:20:08.236000+00:00,104.576,0.5216978
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:20:10.206000+00:00,106.546,0.5216978
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:20:12.063000+00:00,108.403,0.5216978
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:20:13.972000+00:00,110.312,0.5216978
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:20:15.839000+00:00,112.179,0.5216978
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:20:17.673000+00:00,114.013,0.5216978
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:20:19.550000+00:00,115.89,0.5216978
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:20:21.408000+00:00,117.748,0.5216978
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:20:23.317000+00:00,119.657,0.5216978
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:20:25.183000+00:00,121.523,0.5216978
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:20:27.089000+00:00,123.429,0.5216978
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:20:32.470000+00:00,128.81,0.5216978
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:20:34.327000+00:00,130.667,0.5216978
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:20:36.184000+00:00,132.524,0.5216978
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:20:38.049000+00:00,134.389,0.5216978
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:20:39.971000+00:00,136.311,0.5216978
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:20:41.836000+00:00,138.176,0.5216978
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:20:43.666000+00:00,140.006,0.5216978
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:20:45.519000+00:00,141.859,0.5216978
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:20:47.375000+00:00,143.715,0.5216978
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:20:49.205000+00:00,145.545,0.5216978
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:20:51.065000+00:00,147.405,0.5216978
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:20:52.925000+00:00,149.265,0.5216978
current,0.0,0.0,6.69478,0.74847,0.92914,0.36133,0.01192,0.03924,2022-10-17 12:20:54.865000+00:00,151.205,0.5216978
current,9.01636,1.15973,24.03795,3.3036,2.83903,0.67104,0.03577,0.03924,2022-10-17 12:20:56.771000+00:00,153.111,0.702025
current,0.18241,3.47918,5.6932,2.70999,5.4974,3.09713,3.8396,0.0981,2022-10-17 12:20:58.617000+00:00,154.957,0.7056732
current,4.1173,6.69478,6.11492,0.92914,3.87141,0.30971,8.09655,0.13734,2022-10-17 12:21:00.545000+00:00,156.885,0.7880191999999999
current,0.02606,11.22826,3.84818,0.542,4.59407,0.51619,0.11924,0.13734,2022-10-17 12:21:02.482000+00:00,158.822,0.7817651999999999
current,1.58959,4.84976,2.8466,1.9357,5.23931,2.24542,0.15501,0.15696,2022-10-17 12:21:04.350000+00:00,160.69,0.6660640000000001
current,3.17918,0.31629,12.54613,0.51619,1.75504,12.77565,0.31003,0.17658,2022-10-17 12:21:06.267000+00:00,162.607,0.7207876
current,2.60588,14.81286,8.75066,1.18723,1.05819,1.13561,1.49053,0.15696,2022-10-17 12:21:08.226000+00:00,164.566,0.736944
current,0.18241,24.5651,15.07644,0.69685,0.8259,0.80009,8.06078,0.1962,2022-10-17 12:21:10.111000+00:00,166.451,0.6514710000000001
current,0.62541,11.96626,6.80021,0.18067,0.23228,0.23228,2.17021,0.21582,2022-10-17 12:21:12.097000+00:00,168.437,0.6592886
current,1.56353,9.22509,25.25039,4.49084,1.31628,0.30971,1.5263,0.21582,2022-10-17 12:21:14.064000+00:00,170.404,0.6874321999999999
current,0.28665,20.50606,5.11334,0.90333,0.05162,0.05162,7.50034,0.1962,2022-10-17 12:21:15.939000+00:00,172.279,0.6874321999999999
current,2.76224,11.07011,20.45335,2.96808,0.64523,0.05162,7.51226,0.1962,2022-10-17 12:21:17.794000+00:00,174.134,0.7140122
current,3.28341,9.22509,18.39747,0.18067,0.74847,5.85873,0.16694,0.21582,2022-10-17 12:21:19.662000+00:00,176.002,0.6983768
current,0.59935,4.00633,10.06853,1.03238,1.1098,1.34209,0.08347,1.23606,2022-10-17 12:21:21.589000+00:00,177.929,0.6999402
current,0.13029,4.00633,6.22035,1.83247,1.21304,0.98076,2.95721,1.41264,2022-10-17 12:21:23.567000+00:00,179.907,0.6134248
current,0.10424,7.74908,21.08593,3.3036,1.6518,4.46503,0.72738,0.13734,2022-10-17 12:21:25.385000+00:00,181.725,0.6129038000000001
current,0.23453,3.84818,6.7475,0.72266,0.74847,0.77428,0.0,0.0,2022-10-17 12:21:27.301000+00:00,183.641,0.6144674000000001
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:21:29.175000+00:00,185.515,0.6097768
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:21:31.056000+00:00,187.396,0.6097768
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:21:37.096000+00:00,193.436,0.6097768
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:21:38.960000+00:00,195.3,0.6097768
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:21:40.797000+00:00,197.137,0.6097768
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:21:42.642000+00:00,198.982,0.6097768
current,0.0,0.0,0.0,0.0,0.74847,0.64523,0.03577,0.0981,2022-10-17 12:21:44.580000+00:00,200.92,0.6097768
current,2.16288,1.95045,11.54454,3.40684,4.1295,1.03238,0.09539,0.05886,2022-10-17 12:21:46.588000+00:00,202.928,0.6530343999999999
current,3.17918,20.87507,18.02847,4.23274,1.47114,2.94227,2.87374,0.05886,2022-10-17 12:21:48.517000+00:00,204.857,0.716618
current,2.44953,7.06379,6.58935,1.52275,5.36835,0.20648,8.09655,0.0981,2022-10-17 12:21:50.426000+00:00,206.766,0.7656085999999999
current,0.0,11.17554,3.9009,0.95495,4.10369,2.70999,1.82441,0.07848,2022-10-17 12:21:52.275000+00:00,208.615,0.7656085999999999
current,0.0,12.4407,0.73801,0.72266,8.43967,0.02581,0.16694,0.07848,2022-10-17 12:21:54.171000+00:00,210.511,0.7656085999999999
current,4.35182,0.10543,12.96784,0.20648,4.54245,1.00657,0.28618,0.05886,2022-10-17 12:21:56.089000+00:00,212.429,0.852645
current,2.78829,28.57143,8.01265,1.13561,8.64615,0.98076,2.62333,0.05886,2022-10-17 12:21:58.037000+00:00,214.377,0.9084108000000001
current,0.75571,2.95203,8.11808,2.89065,3.66493,0.10324,2.00327,0.05886,2022-10-17 12:21:59.925000+00:00,216.265,0.9235249999999999
current,0.41694,12.8097,6.69478,0.0,0.0,0.2839,8.0727,0.07848,2022-10-17 12:22:01.847000+00:00,218.187,0.9318638
current,0.26059,10.96468,3.84818,0.51619,0.69685,2.06475,0.27426,0.05886,2022-10-17 12:22:03.761000+00:00,220.101,0.9370756
current,5.13359,13.44228,5.6932,1.21304,0.15486,0.0,7.50034,0.05886,2022-10-17 12:22:05.774000+00:00,222.114,1.0397474
current,6.61894,10.64839,14.18028,3.09713,0.12905,0.46457,7.51226,0.05886,2022-10-17 12:22:07.779000+00:00,224.119,1.1721262000000001
current,3.30947,23.93253,10.91197,1.18723,0.41295,5.96197,0.16694,0.0981,2022-10-17 12:22:09.717000+00:00,226.057,1.2383156
current,0.91206,14.97101,20.40063,5.34255,5.29093,1.60018,0.10732,1.19682,2022-10-17 12:22:11.643000+00:00,227.983,1.2565568
current,0.05212,3.58461,5.79863,1.00657,1.3679,2.16799,1.39513,1.2753,2022-10-17 12:22:13.592000+00:00,229.932,1.2575992
current,3.62218,12.70427,9.9631,1.16142,0.80009,0.80009,0.79892,0.15696,2022-10-17 12:22:15.469000+00:00,231.809,1.3300428
current,0.23453,3.95361,6.69478,0.72266,0.0,0.0,0.0,0.0,2022-10-17 12:22:17.347000+00:00,233.687,1.3347334000000002
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:22:19.206000+00:00,235.546,1.3347334000000002
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:22:21.050000+00:00,237.39,1.3347334000000002
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:22:22.971000+00:00,239.311,1.3347334000000002
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:22:24.769000+00:00,241.109,1.3347334000000002
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:22:26.706000+00:00,243.046,1.3347334000000002
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:22:28.576000+00:00,244.916,1.3347334000000002
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:22:30.550000+00:00,246.89,1.3347334000000002
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:22:32.424000+00:00,248.764,1.3347334000000002
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:22:34.362000+00:00,250.702,1.3347334000000002
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:22:36.188000+00:00,252.528,1.1544062
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:22:41.469000+00:00,257.809,1.150758
current,0.13029,11.0174,7.59093,0.36133,1.6518,1.13561,0.0477,0.0981,2022-10-17 12:22:43.327000+00:00,259.667,1.0710178000000001
current,12.01312,9.01423,6.80021,12.18204,5.80711,0.61943,0.46504,0.0981,2022-10-17 12:22:45.266000+00:00,261.606,1.310759
current,0.28665,13.28413,3.53189,0.15486,4.80055,0.33552,8.10848,0.0981,2022-10-17 12:22:47.165000+00:00,263.505,1.2847002
current,0.443,11.17554,6.95836,5.47159,6.68463,0.05162,8.10848,0.0981,2022-10-17 12:22:49.124000+00:00,265.464,1.2299765999999999
current,0.52118,11.17554,3.58461,0.41295,4.49084,0.05162,1.49053,0.0981,2022-10-17 12:22:51.121000+00:00,267.461,1.1882826
current,2.08471,25.93569,3.79547,9.98824,3.69074,1.1098,0.11924,0.0981,2022-10-17 12:22:53.033000+00:00,269.373,1.2263286
current,2.91859,10.85925,14.76015,0.85171,1.70342,2.24542,0.3935,0.07848,2022-10-17 12:22:54.987000+00:00,271.327,1.2721922
current,0.20847,13.28413,6.95836,0.12905,0.56781,0.80009,8.0727,0.07848,2022-10-17 12:22:56.878000+00:00,273.218,1.245091
current,0.26059,11.96626,6.48392,0.30971,0.61943,0.8259,0.87047,0.07848,2022-10-17 12:22:58.830000+00:00,275.17,1.2445698
current,0.41694,12.28255,6.85293,0.15486,0.59362,0.43876,8.0727,0.07848,2022-10-17 12:23:00.758000+00:00,277.098,1.1976638
current,0.20847,11.0174,7.01107,2.24542,0.85171,0.67104,0.25041,0.07848,2022-10-17 12:23:02.680000+00:00,279.02,1.136165
current,0.39088,9.80496,22.7728,1.21304,2.27123,1.67761,0.13117,0.07848,2022-10-17 12:23:04.569000+00:00,280.909,1.1319956
current,0.20847,11.0174,0.21086,2.1938,2.06475,1.62599,3.4461,0.07848,2022-10-17 12:23:06.437000+00:00,282.777,1.1335591999999999
current,22.12395,0.31629,8.80337,0.61943,0.77428,0.67104,0.58429,0.07848,2022-10-17 12:23:08.315000+00:00,284.655,1.5739534
current,0.18241,6.16763,5.21877,0.51619,1.13561,0.49038,3.5415,4.04173,2022-10-17 12:23:10.253000+00:00,286.593,1.572911
current,6.3323,0.42172,6.58935,0.18067,1.6518,0.0,3.11222,0.15696,2022-10-17 12:23:12.206000+00:00,288.546,1.6995569999999998
current,0.28665,4.05904,6.7475,0.74847,0.77428,0.77428,0.59621,0.11772,2022-10-17 12:23:14.081000+00:00,290.421,1.70529
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:23:15.970000+00:00,292.31,1.70529
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:23:17.894000+00:00,294.234,1.70529
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:23:19.846000+00:00,296.186,1.70529
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:23:21.717000+00:00,298.057,1.70529
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:23:23.581000+00:00,299.921,1.70529
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:23:25.381000+00:00,301.721,1.6620324
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:23:27.297000+00:00,303.637,1.5984488000000001
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:23:29.206000+00:00,305.546,1.5494582
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:23:31.072000+00:00,307.412,1.5494582
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:23:32.877000+00:00,309.217,1.5494582
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:23:34.847000+00:00,311.187,1.4624218000000002
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:23:36.753000+00:00,313.093,1.4066560000000001
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:23:38.674000+00:00,315.014,1.3915418
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:23:40.538000+00:00,316.878,1.383203
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:23:46.002000+00:00,322.342,1.3779912
current,0.57329,6.58935,7.27464,1.1098,0.69685,1.80666,0.52467,0.0981,2022-10-17 12:23:47.871000+00:00,324.211,1.2867852
current,7.29647,23.93253,2.53031,7.82025,10.11728,0.74847,0.51274,0.0981,2022-10-17 12:23:49.839000+00:00,326.179,1.3003358
current,0.886,11.49183,3.2156,0.25809,5.13607,1.96151,1.06126,0.07848,2022-10-17 12:23:51.706000+00:00,328.046,1.2518664
current,5.08147,3.47918,4.05904,1.70342,3.81979,0.80009,8.09655,0.07848,2022-10-17 12:23:53.624000+00:00,329.964,1.3352546
current,0.443,11.22826,3.58461,2.40027,4.05208,3.27779,0.67968,0.07848,2022-10-17 12:23:55.531000+00:00,331.871,1.3430722
current,2.37135,10.17396,6.11492,9.70433,5.29093,0.74847,0.16694,0.0981,2022-10-17 12:23:57.450000+00:00,333.79,1.3180556
current,5.81112,0.369,9.80496,1.39371,0.02581,0.92914,0.22656,0.0981,2022-10-17 12:23:59.419000+00:00,335.759,1.4295873999999997
current,0.28665,12.12441,6.7475,0.07743,2.24542,0.80009,0.29811,0.0981,2022-10-17 12:24:01.339000+00:00,337.679,1.4353204
current,0.28665,19.60991,7.38007,0.51619,1.21304,0.12905,8.06078,0.0981,2022-10-17 12:24:03.237000+00:00,339.577,1.4410534
current,0.26059,11.28097,6.37849,0.25809,0.56781,0.38714,1.90788,0.0981,2022-10-17 12:24:05.196000+00:00,341.536,1.4462652
current,0.28665,11.12283,6.80021,2.09056,1.9357,1.13561,1.14473,0.07848,2022-10-17 12:24:07.106000+00:00,343.446,1.4519981999999998
current,2.42347,3.00474,12.86241,4.98121,2.70999,1.57437,0.4412,0.07848,2022-10-17 12:24:08.960000+00:00,345.3,1.5004676000000001
current,0.78176,10.38482,1.00158,2.50351,0.74847,1.26466,0.19079,0.05886,2022-10-17 12:24:10.929000+00:00,347.269,1.5161027999999999
current,2.03259,8.06537,5.21877,0.90333,10.14309,1.29047,0.21464,1.00062,2022-10-17 12:24:12.837000+00:00,349.177,1.5567545999999999
current,0.02606,4.11176,5.95677,0.43876,0.95495,0.20648,5.09165,4.63033,2022-10-17 12:24:14.805000+00:00,351.145,1.5572758
current,0.07818,4.00633,6.95836,0.0,1.62599,0.02581,3.61304,0.13734,2022-10-17 12:24:16.701000+00:00,353.041,1.5588393999999999
current,0.31271,4.05904,6.80021,0.69685,0.74847,0.80009,0.53659,0.13734,2022-10-17 12:24:18.559000+00:00,354.899,1.5650936
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:24:20.417000+00:00,356.757,1.5650936
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:24:22.332000+00:00,358.672,1.5624877999999998
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:24:24.207000+00:00,360.547,1.3222253999999998
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:24:26.070000+00:00,362.41,1.3164924
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:24:28.019000+00:00,364.359,1.3076324
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:24:29.894000+00:00,366.234,1.2972088
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:24:31.801000+00:00,368.141,1.2555146
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:24:33.707000+00:00,370.047,1.1971428
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:24:35.607000+00:00,371.947,1.1929733999999999
current,0.443,4.42804,3.32103,0.25809,0.98076,11.04642,0.11924,0.11772,2022-10-17 12:24:37.566000+00:00,373.906,1.1966216
current,7.68736,9.80496,7.85451,10.1689,1.96151,6.27168,0.47697,0.13734,2022-10-17 12:24:39.488000+00:00,375.828,1.34203
current,0.28665,10.54296,0.52715,0.67104,4.98121,0.2839,8.10848,0.11772,2022-10-17 12:24:41.330000+00:00,377.67,1.3435935999999997
current,0.41694,11.12283,3.11017,2.89065,2.45189,0.67104,0.21464,0.11772,2022-10-17 12:24:43.277000+00:00,379.617,1.3441148
current,0.39088,11.33368,3.53189,0.46457,4.49084,0.07743,0.11924,0.11772,2022-10-17 12:24:45.247000+00:00,381.587,1.3477629999999998
current,1.61565,18.1339,6.64207,0.12905,0.74847,0.90333,8.0727,0.11772,2022-10-17 12:24:51.041000+00:00,387.381,0.9375970000000001
current,0.28665,11.96626,6.43121,0.33552,1.23885,0.77428,1.46668,0.11772,2022-10-17 12:24:53.020000+00:00,389.36,0.9396818
current,4.19547,8.48709,2.21402,0.46457,0.61943,0.46457,8.0727,0.11772,2022-10-17 12:24:54.888000+00:00,391.228,0.8969452
current,1.43324,11.0174,7.1165,2.1938,0.85171,0.10324,0.71545,0.11772,2022-10-17 12:24:56.856000+00:00,393.196,0.9198770000000001
current,0.10424,7.32736,10.70111,0.98076,2.14218,0.30971,0.22656,0.11772,2022-10-17 12:24:58.805000+00:00,395.145,0.9219617999999999
current,0.39088,11.43911,6.48392,1.80666,0.2839,1.85828,3.87537,0.11772,2022-10-17 12:25:00.773000+00:00,397.113,0.9297794
current,22.07183,2.05588,8.38166,4.33598,0.92914,1.1098,0.46504,0.11772,2022-10-17 12:25:02.642000+00:00,398.982,1.371216
current,1.92835,5.6932,5.6932,0.43876,1.05819,0.51619,5.05587,3.98287,2022-10-17 12:25:04.558000+00:00,400.898,1.409783
current,5.57659,0.05271,7.06379,0.67104,1.75504,0.05162,3.12415,0.1962,2022-10-17 12:25:06.428000+00:00,402.768,1.5213147999999999
current,0.31271,4.00633,6.85293,0.80009,0.77428,0.80009,0.67968,0.15696,2022-10-17 12:25:08.276000+00:00,404.616,1.527569
current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17 12:25:10.152000+00:00,406.492,1.527569
