window_end_time,Axis1_Smooth,Axis2_Smooth,Axis3_Smooth,Axis4_Smooth,Axis5_Smooth,Axis6_Smooth,Axis7_Smooth,Axis8_Smooth
6598.521,0.9490628,6.5060622,4.283606000000001,1.1480024,1.9981638,1.2290434,2.1303826,0.20758
6628.394,0.8760981999999999,6.906695000000001,4.872957400000001,1.1609066,2.1556012,1.180522,1.8155828,0.2067952
6658.937,1.040269,7.341064999999999,5.4781228,1.1763924,2.1628276,1.1304516,1.8148672,0.205618
6689.373,1.462422,7.4992096,5.7279912,1.2094284,1.8639548,1.2352376,1.5921226,0.1726562
6719.718,1.751675,7.29573,6.04428,1.2791136,1.8892478,1.3617031999999998,1.9226622,0.1726562
6748.362,1.8037924,7.29573,6.4196096,1.2280112,1.5640496,1.1227082,1.853263,0.1585296
6778.613,1.8001442,7.0268844,6.4080124000000005,1.1825864,1.5175928,0.968884,1.8208294,0.149112
6809.3,1.8001442,7.0268844,6.6863468,1.1645198,1.5175928,0.9492692,1.8208294,0.1487196
6839.752,1.4754509999999998,6.503953800000001,7.181866,1.2027177999999998,1.6961938,0.9957266,1.3875032000000005,0.1479348
6868.469,1.1163604,6.231945400000001,6.6536636,1.2083962,1.941383,1.067477,1.3240662,0.1447956
6898.795,1.1288682,6.1507646,6.911966,1.144389,2.084367,1.5939882,1.2651606000000002,0.1604918
6929.437,1.0918646,6.8075914,6.201370600000001,1.3751252000000005,1.9873236,1.5609522,1.7211434,0.1805044
6959.815,1.0918646,6.8075914,5.2862414,1.3297005999999998,1.7865264000000003,1.3900944000000002,1.7211434,0.1805044
6986.562,0.7828072,5.3252508,3.643648,1.0194712,0.9688846,1.1185792,1.2680226,0.1667704
7018.405,0.7598756,4.2551398,4.3078548,0.9348166,0.8821651999999999,0.7040804,1.181214,0.1377326
7049.113,0.814078,4.1613078,4.3299948,0.7402134000000001,1.0473452,0.7954456000000001,0.662033,0.1349858
7079.686,1.3561016,5.5730106,5.754349,1.005534,1.2925346,0.9797248,1.0583944,0.1828585999999999
7108.648,1.3561016,5.5730106,5.754349,1.005534,1.2925346,0.9797248,1.0583944,0.1828585999999999
7138.764,0.9016356,3.396943,3.192409,0.6385244,0.8068018000000001,0.5311574,0.6513012,0.169517
7168.984,1.0303662,3.6088564,2.2277278000000003,0.8382888,0.6880786000000001,0.7655068,1.1523578,0.1192898
7199.541,0.967825,4.205588199999999,2.276226,0.9059096,0.7040806000000001,0.746924,1.1032300000000002,0.096923
7228.436,1.274798,7.4886668,4.666316,1.411774,1.4912672,1.1314842,2.168302,0.2048332
7258.656,1.274798,7.4886668,4.666316,1.411774,1.4912672,1.1314842,2.168302,0.2048332
7288.874,0.9136228,7.1217714,4.546126,1.0137934,1.5434020000000002,0.7417622,1.8074748,0.1934536
7319.509,0.9188346,7.199789399999999,4.753822,1.0282466,1.5434020000000002,0.7417622,1.6579448,0.1863902
7349.743,0.8625474,7.257775599999999,5.2514496,1.0272144,1.6879346000000002,1.170198,0.9517918,0.171479
7374.382,0.8625474,7.3505536,5.2514496,1.1640042,1.9790644,1.170198,0.9920956,0.154998
7408.662,0.7676929999999998,6.9446496,6.082235399999999,1.1578098,1.9393178,1.3312488,0.8905014,0.1581372
7439.553,1.0757084,5.798629599999999,6.088561,1.1753597999999998,1.8918288,1.5144958,1.389649,0.160884
7469.759,1.2252862,5.4686352,6.2572486000000005,1.0886402,1.6414774,1.1263226,1.4211292,0.160884
7498.659,1.7443782,6.377438400000001,5.8555616,0.9611418,1.3266028,1.2708554,1.8024664,0.1710864
7528.518,2.0232076,6.6768584,5.8808642,0.986435,1.4329374,1.2445296,1.8420548,0.1867824
7559.061,2.080537,7.921982400000001,5.1860838000000005,1.2006528,1.5919234,1.2946002,2.1051038,0.224453
7589.343,1.9366922,7.921982400000001,5.1860838000000005,1.2006528,1.5919234,1.2946002,2.1051038,0.224453
7619.546,1.4035286000000002,6.7158674000000005,4.701107400000001,1.08864,1.6058606,1.1356142,1.6681997999999998,0.2499592
7648.204,1.2419642,6.2551402000000005,4.701107400000001,1.0953504,1.9104114,1.1170312,1.6400587999999998,0.2499592
7678.546,1.1914104,4.722193,4.1971534,0.9213952,1.977,0.9105558,1.053863,0.2907688
7709.149,1.2701082,6.1718502,4.2540852000000005,1.0736708,2.23561,0.9792088,1.6829852,0.291946
7739.458,1.5989708000000002,6.2899314,4.4586194,1.0359888,2.194315,0.9012644,1.73259,0.2676172
7768.328,1.5353872000000002,6.5788086,4.3447554,1.0432156,1.6110224,0.823836,2.0080402,0.2530984
7798.906,1.4811846,7.675276999999999,5.7290464,1.237302,1.8174974,0.831579,2.1234666,0.2185672
7827.358,1.469197,7.2915132,5.291513,1.2940835999999998,1.613087,1.028763,2.0037474,0.2142508
7859.248,1.1101062000000002,7.2915132,5.291513,1.2940835999999998,1.613087,1.028763,2.0037474,0.2028712
7889.968,0.8260650000000002,4.95941,4.0316288,0.8935218,1.0236006,0.7670556,1.4683494,0.184036
7919.749,0.5243036,3.1829204000000004,2.7822880000000003,0.7634428,1.3900941999999998,0.6720767999999999,1.0168982,0.0945686
7949.847,0.5951837999999999,2.4480758,3.0880336,0.7608611999999999,1.3023424,0.5827762,0.7047218,0.1608844
7979.443,0.7270414,4.744333,4.4122298,1.1908458,2.1132736,0.7670553999999999,1.480035,0.1338086
8009.783,0.7416343999999999,4.829731,4.5387454,1.2016858,2.1292754,0.768604,1.4819428,0.1357706
8038.139,0.5123164,3.7142856,3.0574592,0.9239766,1.1010288,0.7892514000000002,1.1399558,0.1251758
8068.389,0.7770746,4.978387,3.2894048,1.0731552,1.2925346,0.9022966,1.4585718,0.1326314
8099.023,1.2242442,4.3025832,3.4507118,0.8026724000000001,1.2424642,0.783573,1.1306556,0.1236062
8129.421,1.3060692,5.5055354,4.5408544,0.9126204,1.360155,0.8522257999999999,1.5911692,0.1856054
8158.16,1.3060692,5.5055354,4.6220352,0.9182984,1.8892476,0.8522257999999999,1.5911692,0.195023
8188.383,1.1762962,6.535582999999999,5.080654,0.8904242000000001,2.08798,0.877003,1.4533248,0.1895294
8215.193,1.5802076,6.3268322,4.3099634,1.0287628,1.8634386,0.996243,1.5439494000000002,0.1828586
8249.008,1.8142158,8.312071999999999,4.8339486,1.1815544,2.0358452,1.0669608,1.7454688000000005,0.1761878
8279.436,1.8616422,8.774907800000001,5.1723776,1.0674768,1.9532552,1.032376,2.0996184,0.1683398
8309.663,2.009135,8.889826000000001,5.1723776,1.076252,1.999196,0.815061,2.104388,0.1683398
8339.983,1.4999456,8.214021800000001,5.229309600000001,1.0199874,2.2660652,0.6627854,1.838716,0.2417188
8368.904,1.20496,7.0100156,5.2282554,1.139227,2.265549,0.6338788,1.645067,0.2205292
8399.272,1.1304318,5.6657878,4.4364788,1.2894376,1.9129924,0.6106507999999999,1.5294018,0.2209216
8429.5,0.749452,4.9235634,4.3236692,1.1252898,1.6084414,0.5518056,1.5153312,0.2177824
8459.564,0.38098,2.5629942,2.2214022,0.8088665999999999,0.9389458,0.3102296,0.8435202,0.1043786
8489.967,0.3637809999999999,3.309436,3.041645,0.7030482,0.8945538,0.6503968,0.580233,0.1098722
8518.342,1.1288684,5.7459148,4.0316292,0.9838546,1.4246792,1.0845108,1.2250954,0.1012392
8548.795,1.5223566,7.435951999999999,4.9256722,1.1903298,1.8789248,1.318344,1.6152562,0.1926686
